Age,Country of Birth,Gender,Employment Status,Average Drinks per Day
37,Australia,Non-Binary,Self-Employed,1.8
46,Australia,Non-Binary,Part-Time,0.1
43,Canada,Male,Self-Employed,0.3
74,China,Male,Full-Time,4.5
71,China,Female,Part-Time,1.4
39,United States,Male,Self-Employed,0.4
29,Canada,Male,Part-Time,1.3
19,Germany,Non-Binary,Unemployed,0.8
63,Mexico,Male,Unemployed,9.3
28,Australia,Male,Unemployed,0.3
71,India,Female,Self-Employed,1.2
46,Mexico,Male,Self-Employed,5.1
29,Germany,Male,Full-Time,0.3
59,Germany,Non-Binary,Part-Time,5.6
43,Australia,Non-Binary,Full-Time,0.4
47,China,Male,Unemployed,2.8
76,India,Non-Binary,Full-Time,3.5
26,Germany,Non-Binary,Full-Time,1.9
59,China,Non-Binary,Full-Time,0.3
77,Australia,Non-Binary,Full-Time,6.4
75,China,Male,Unemployed,3.4
53,Canada,Non-Binary,Unemployed,0.8
34,Mexico,Male,Self-Employed,4.3
70,China,Non-Binary,Part-Time,1.2
62,China,Female,Full-Time,0.1
65,Australia,Female,Unemployed,0.5
80,Australia,Non-Binary,Unemployed,0.0
62,Mexico,Female,Full-Time,2.9
44,India,Female,Self-Employed,3.1
42,Germany,Male,Self-Employed,1.6
57,Mexico,Male,Unemployed,1.6
64,India,Non-Binary,Part-Time,6.2
64,Canada,Non-Binary,Self-Employed,0.7
60,Mexico,Male,Self-Employed,2.2
69,Canada,Female,Full-Time,0.0
35,India,Female,Full-Time,2.7
20,Australia,Non-Binary,Self-Employed,0.5
52,Australia,Female,Self-Employed,2.2
77,Australia,Female,Part-Time,0.4
20,Australia,Non-Binary,Full-Time,0.5
46,Canada,Male,Full-Time,1.0
70,Mexico,Male,Unemployed,3.4
59,Canada,Non-Binary,Full-Time,1.3
79,India,Non-Binary,Part-Time,3.2
35,China,Female,Full-Time,0.4
60,Mexico,Female,Unemployed,0.7
29,Canada,Male,Self-Employed,0.9
62,United States,Female,Self-Employed,3.3
46,India,Non-Binary,Unemployed,1.6
24,Mexico,Female,Full-Time,0.2
43,United States,Female,Part-Time,0.1
58,United States,Female,Self-Employed,1.0
48,China,Female,Self-Employed,0.8
34,India,Female,Full-Time,0.4
63,Mexico,Female,Full-Time,0.6
46,Australia,Female,Full-Time,2.0
67,Canada,Non-Binary,Self-Employed,0.9
34,China,Male,Unemployed,2.6
66,India,Non-Binary,Full-Time,0.4
43,India,Male,Part-Time,0.3
48,Australia,Female,Full-Time,2.0
41,Mexico,Male,Self-Employed,0.3
31,Australia,Female,Full-Time,1.1
46,China,Male,Unemployed,1.4
21,China,Female,Part-Time,0.3
73,China,Female,Unemployed,7.6
58,India,Male,Full-Time,1.2
48,India,Female,Part-Time,1.8
61,China,Male,Unemployed,13.0
22,China,Female,Self-Employed,0.8
42,China,Female,Full-Time,1.0
69,Germany,Non-Binary,Unemployed,1.4
58,China,Male,Part-Time,1.3
27,China,Female,Unemployed,2.7
78,Australia,Non-Binary,Unemployed,0.3
41,India,Non-Binary,Self-Employed,0.0
70,United States,Male,Part-Time,3.8
63,Germany,Female,Self-Employed,4.5
24,Australia,Non-Binary,Unemployed,0.1
68,Mexico,Male,Full-Time,0.4
46,China,Male,Self-Employed,0.0
78,India,Non-Binary,Part-Time,1.5
46,Australia,Male,Full-Time,0.2
80,Germany,Male,Self-Employed,2.5
69,Canada,Female,Unemployed,1.5
70,Mexico,Male,Unemployed,0.3
58,China,Male,Unemployed,1.2
23,Canada,Non-Binary,Part-Time,1.2
75,United States,Male,Unemployed,1.4
73,China,Male,Unemployed,0.5
58,Mexico,Female,Self-Employed,1.9
54,Canada,Non-Binary,Unemployed,6.1
50,China,Non-Binary,Part-Time,0.3
29,Mexico,Female,Part-Time,0.2
33,Canada,Male,Full-Time,4.9
46,Canada,Non-Binary,Unemployed,0.8
51,Australia,Non-Binary,Part-Time,0.9
48,Canada,Non-Binary,Part-Time,1.2
65,Germany,Female,Full-Time,1.7
22,Australia,Non-Binary,Part-Time,1.8
32,Mexico,Male,Unemployed,21.4
43,Germany,Non-Binary,Self-Employed,1.1
20,Canada,Male,Self-Employed,0.9
75,United States,Female,Self-Employed,0.1
52,Germany,Male,Part-Time,3.4
28,Australia,Non-Binary,Self-Employed,3.4
49,United States,Female,Self-Employed,0.5
59,Mexico,Non-Binary,Unemployed,4.3
39,United States,Female,Full-Time,0.1
66,China,Non-Binary,Unemployed,0.9
32,United States,Female,Full-Time,2.9
39,United States,Female,Self-Employed,1.4
49,Mexico,Male,Full-Time,2.0
32,Canada,Male,Full-Time,2.6
80,Canada,Non-Binary,Unemployed,0.3
19,United States,Male,Unemployed,2.0
29,Canada,Non-Binary,Self-Employed,0.2
74,Mexico,Non-Binary,Unemployed,5.4
55,Australia,Non-Binary,Self-Employed,6.1
52,Canada,Female,Unemployed,5.0
19,Canada,Male,Full-Time,3.8
64,Canada,Male,Self-Employed,0.4
76,United States,Non-Binary,Self-Employed,0.1
43,Canada,Female,Full-Time,2.4
23,Canada,Male,Unemployed,0.9
79,India,Non-Binary,Part-Time,0.5
61,Canada,Female,Part-Time,0.7
28,Mexico,Non-Binary,Part-Time,0.0
44,Canada,Female,Full-Time,1.3
23,Germany,Non-Binary,Self-Employed,4.0
51,Mexico,Female,Self-Employed,0.0
64,Germany,Non-Binary,Unemployed,2.1
28,Australia,Female,Full-Time,2.1
55,Australia,Female,Self-Employed,0.2
42,China,Male,Full-Time,1.9
68,India,Male,Unemployed,8.7
37,United States,Male,Self-Employed,1.1
48,Germany,Female,Self-Employed,0.8
34,Mexico,Female,Self-Employed,1.2
66,China,Male,Full-Time,0.8
77,United States,Non-Binary,Unemployed,0.3
21,China,Female,Full-Time,1.3
68,China,Non-Binary,Self-Employed,1.2
59,India,Non-Binary,Part-Time,7.5
52,Australia,Female,Self-Employed,0.1
64,United States,Non-Binary,Full-Time,1.6
50,India,Male,Part-Time,1.5
49,Canada,Male,Full-Time,0.5
66,United States,Male,Part-Time,1.2
23,United States,Male,Self-Employed,3.7
49,China,Non-Binary,Part-Time,2.5
71,Mexico,Female,Full-Time,2.3
46,China,Female,Part-Time,3.5
56,Australia,Non-Binary,Full-Time,0.6
62,Australia,Female,Self-Employed,1.0
36,India,Male,Self-Employed,2.0
55,Germany,Male,Full-Time,10.8
48,Germany,Non-Binary,Full-Time,0.7
66,India,Non-Binary,Self-Employed,2.5
28,Germany,Female,Part-Time,1.4
50,Mexico,Non-Binary,Unemployed,1.0
27,India,Male,Full-Time,3.8
44,India,Male,Self-Employed,2.6
36,India,Non-Binary,Self-Employed,3.4
27,Australia,Female,Self-Employed,0.1
45,Australia,Non-Binary,Unemployed,2.1
70,China,Non-Binary,Part-Time,1.5
54,India,Male,Self-Employed,3.1
63,China,Male,Unemployed,9.1
60,United States,Male,Self-Employed,2.2
70,Australia,Male,Part-Time,1.0
45,Canada,Non-Binary,Part-Time,0.0
71,United States,Male,Unemployed,1.0
22,China,Non-Binary,Part-Time,4.4
22,United States,Non-Binary,Unemployed,2.4
41,United States,Female,Part-Time,1.6
39,India,Non-Binary,Part-Time,0.2
30,India,Non-Binary,Part-Time,1.5
29,United States,Non-Binary,Part-Time,10.7
52,Germany,Male,Self-Employed,0.1
25,United States,Non-Binary,Full-Time,0.4
60,Australia,Male,Self-Employed,7.1
69,Germany,Male,Full-Time,0.4
77,Mexico,Male,Self-Employed,0.0
22,China,Female,Unemployed,1.4
34,Germany,Female,Part-Time,0.8
78,Germany,Male,Full-Time,6.4
28,Australia,Male,Part-Time,1.4
35,Australia,Non-Binary,Full-Time,0.8
69,Australia,Non-Binary,Self-Employed,1.6
36,Australia,Non-Binary,Self-Employed,0.4
67,China,Male,Part-Time,0.3
18,China,Female,Part-Time,1.0
70,United States,Female,Part-Time,5.3
23,Canada,Male,Part-Time,1.8
21,Mexico,Female,Unemployed,19.4
68,Australia,Female,Unemployed,2.5
52,India,Non-Binary,Part-Time,4.8
68,Australia,Female,Full-Time,0.0
42,Germany,Male,Unemployed,0.6
41,India,Non-Binary,Full-Time,0.1
56,Germany,Male,Self-Employed,6.5
48,India,Non-Binary,Self-Employed,1.4
61,Canada,Male,Unemployed,2.0
59,Mexico,Female,Unemployed,0.8
33,Australia,Non-Binary,Full-Time,4.1
27,India,Male,Self-Employed,1.0
68,Canada,Non-Binary,Full-Time,1.2
55,Canada,Female,Self-Employed,2.5
53,Mexico,Non-Binary,Self-Employed,3.5
48,China,Male,Unemployed,5.5
75,China,Male,Self-Employed,1.8
46,China,Female,Self-Employed,2.0
29,Australia,Male,Unemployed,4.5
63,Mexico,Male,Unemployed,2.8
31,Germany,Non-Binary,Full-Time,1.7
34,Australia,Male,Self-Employed,9.9
49,United States,Non-Binary,Part-Time,0.1
65,United States,Male,Self-Employed,1.2
44,Mexico,Female,Unemployed,5.1
80,Mexico,Female,Full-Time,0.1
45,United States,Non-Binary,Part-Time,0.1
26,Mexico,Female,Full-Time,0.5
65,United States,Non-Binary,Self-Employed,0.5
66,China,Male,Self-Employed,2.1
68,Germany,Male,Part-Time,2.6
49,United States,Female,Unemployed,2.0
58,United States,Male,Unemployed,3.5
57,Canada,Non-Binary,Part-Time,0.4
76,Canada,Male,Unemployed,0.9
46,Germany,Female,Unemployed,3.9
24,India,Female,Unemployed,0.4
70,Australia,Non-Binary,Part-Time,0.5
28,Australia,Non-Binary,Self-Employed,1.3
23,Canada,Non-Binary,Part-Time,2.4
36,Australia,Non-Binary,Self-Employed,0.1
50,Germany,Female,Unemployed,5.0
44,India,Male,Part-Time,1.0
61,Germany,Male,Self-Employed,1.5
40,Canada,Female,Unemployed,11.8
50,India,Female,Part-Time,0.8
43,Australia,Female,Part-Time,1.2
33,United States,Non-Binary,Self-Employed,1.9
46,India,Non-Binary,Part-Time,0.1
39,Mexico,Non-Binary,Self-Employed,4.0
23,Canada,Non-Binary,Unemployed,1.1
41,Mexico,Female,Unemployed,2.5
78,China,Non-Binary,Self-Employed,2.5
60,Germany,Female,Self-Employed,0.2
45,United States,Non-Binary,Full-Time,0.2
65,Australia,Non-Binary,Part-Time,0.0
25,India,Female,Part-Time,1.8
77,Australia,Non-Binary,Full-Time,2.7
20,Germany,Female,Self-Employed,0.0
73,Germany,Male,Unemployed,0.1
23,United States,Male,Unemployed,6.4
49,Canada,Male,Full-Time,0.1
41,India,Non-Binary,Part-Time,1.4
48,India,Female,Full-Time,1.2
20,Australia,Non-Binary,Self-Employed,0.3
46,United States,Non-Binary,Part-Time,1.6
20,India,Female,Part-Time,0.7
19,Mexico,Non-Binary,Full-Time,0.6
55,India,Male,Unemployed,0.5
56,United States,Female,Part-Time,1.0
73,Germany,Male,Self-Employed,2.3
70,Germany,Male,Self-Employed,4.8
49,United States,Male,Full-Time,0.3
52,Mexico,Non-Binary,Unemployed,7.8
21,Germany,Non-Binary,Full-Time,0.5
55,China,Female,Part-Time,0.8
30,Germany,Non-Binary,Full-Time,2.6
61,Mexico,Non-Binary,Self-Employed,0.0
19,Germany,Non-Binary,Part-Time,4.2
57,Mexico,Female,Unemployed,5.9
45,Canada,Non-Binary,Unemployed,1.0
69,Germany,Male,Self-Employed,2.8
73,United States,Female,Part-Time,18.1
27,India,Male,Full-Time,4.1
54,Mexico,Female,Part-Time,1.1
46,United States,Male,Self-Employed,5.3
18,United States,Female,Full-Time,0.1
57,India,Female,Part-Time,1.7
75,India,Male,Self-Employed,8.1
67,Canada,Female,Unemployed,0.8
39,India,Female,Part-Time,2.8
65,Canada,Non-Binary,Part-Time,2.0
20,United States,Non-Binary,Unemployed,3.0
45,Germany,Non-Binary,Self-Employed,0.4
22,United States,Male,Unemployed,0.2
70,India,Male,Self-Employed,1.7
72,Germany,Female,Self-Employed,0.9
50,Canada,Female,Self-Employed,0.4
51,Germany,Male,Unemployed,3.7
18,Germany,Non-Binary,Unemployed,2.1
69,Germany,Male,Part-Time,0.9
73,Canada,Male,Unemployed,1.6
79,China,Female,Full-Time,0.1
29,India,Male,Part-Time,1.0
23,Australia,Female,Part-Time,0.2
48,Mexico,Non-Binary,Unemployed,0.2
66,Mexico,Male,Self-Employed,1.4
46,United States,Non-Binary,Part-Time,0.5
40,United States,Male,Self-Employed,2.0
65,Australia,Male,Unemployed,1.5
77,Canada,Female,Unemployed,2.4
50,Canada,Male,Full-Time,1.7
51,China,Male,Unemployed,0.9
27,India,Male,Unemployed,0.2
66,United States,Male,Unemployed,2.3
29,United States,Female,Full-Time,2.1
34,Germany,Female,Self-Employed,1.8
19,India,Non-Binary,Full-Time,5.3
26,Canada,Male,Unemployed,1.7
43,Germany,Non-Binary,Self-Employed,1.0
62,Australia,Female,Full-Time,0.6
21,China,Male,Full-Time,2.1
29,Canada,Non-Binary,Self-Employed,3.5
41,Canada,Male,Full-Time,1.3
19,India,Male,Unemployed,0.7
40,India,Non-Binary,Self-Employed,0.9
35,Canada,Female,Unemployed,7.5
67,India,Female,Unemployed,8.9
80,United States,Female,Part-Time,2.3
32,India,Female,Self-Employed,4.1
64,Canada,Non-Binary,Part-Time,1.2
52,Germany,Female,Part-Time,0.1
34,China,Non-Binary,Part-Time,1.3
44,India,Male,Part-Time,0.5
41,India,Male,Unemployed,5.8
34,India,Female,Self-Employed,0.5
34,Mexico,Female,Part-Time,3.3
51,India,Male,Full-Time,1.8
62,China,Male,Self-Employed,3.3
41,Germany,Non-Binary,Full-Time,2.1
60,Germany,Non-Binary,Self-Employed,0.4
25,Mexico,Female,Unemployed,0.1
54,China,Female,Unemployed,0.6
76,Australia,Male,Unemployed,4.9
52,United States,Female,Unemployed,0.1
76,India,Female,Part-Time,2.5
48,China,Female,Part-Time,2.5
53,United States,Non-Binary,Self-Employed,3.2
27,China,Non-Binary,Full-Time,0.8
21,United States,Female,Part-Time,0.6
52,United States,Male,Part-Time,1.0
19,Canada,Female,Self-Employed,2.0
60,China,Non-Binary,Self-Employed,0.1
41,India,Female,Unemployed,6.2
36,China,Female,Unemployed,0.2
70,Canada,Male,Part-Time,1.6
30,Canada,Male,Self-Employed,5.3
61,Canada,Non-Binary,Full-Time,3.1
41,China,Non-Binary,Self-Employed,0.6
58,India,Non-Binary,Self-Employed,1.1
38,United States,Male,Part-Time,1.5
74,Mexico,Male,Unemployed,2.1
73,Germany,Female,Self-Employed,0.2
67,India,Non-Binary,Part-Time,0.8
45,United States,Non-Binary,Self-Employed,0.9
32,Canada,Female,Self-Employed,0.4
77,Australia,Female,Part-Time,1.2
18,Australia,Male,Self-Employed,0.7
46,Mexico,Female,Unemployed,0.5
37,Canada,Non-Binary,Unemployed,0.2
50,Australia,Male,Unemployed,0.0
34,United States,Female,Full-Time,8.8
22,India,Male,Part-Time,1.0
37,India,Female,Part-Time,1.1
73,Germany,Male,Self-Employed,1.8
22,India,Non-Binary,Self-Employed,0.1
35,China,Non-Binary,Full-Time,2.2
64,Australia,Male,Unemployed,0.4
30,Canada,Female,Part-Time,3.1
77,Mexico,Non-Binary,Full-Time,0.3
60,Mexico,Non-Binary,Part-Time,0.2
36,India,Non-Binary,Self-Employed,1.6
39,China,Female,Full-Time,3.9
20,Canada,Male,Part-Time,2.6
56,Germany,Male,Self-Employed,8.4
72,Germany,Non-Binary,Part-Time,0.8
74,Germany,Female,Full-Time,0.5
40,Germany,Non-Binary,Full-Time,0.2
51,Australia,Male,Unemployed,9.2
73,Mexico,Non-Binary,Self-Employed,2.1
53,India,Non-Binary,Self-Employed,0.5
65,United States,Female,Self-Employed,0.5
50,Germany,Female,Self-Employed,4.1
53,Germany,Male,Unemployed,2.9
24,India,Non-Binary,Part-Time,0.8
29,India,Male,Unemployed,7.0
64,Mexico,Non-Binary,Unemployed,5.9
62,United States,Male,Unemployed,1.9
52,Australia,Non-Binary,Full-Time,2.2
47,China,Female,Part-Time,1.8
72,Australia,Male,Full-Time,0.8
74,India,Male,Self-Employed,0.8
62,Mexico,Female,Self-Employed,5.9
54,China,Female,Full-Time,1.6
50,Germany,Male,Full-Time,0.2
53,China,Non-Binary,Unemployed,0.2
66,United States,Male,Full-Time,3.2
35,Germany,Non-Binary,Self-Employed,1.9
80,United States,Female,Full-Time,0.2
61,Canada,Male,Part-Time,1.3
25,Australia,Non-Binary,Full-Time,1.2
68,United States,Non-Binary,Unemployed,1.1
25,Germany,Non-Binary,Part-Time,1.7
72,Germany,Female,Unemployed,0.3
57,Australia,Female,Part-Time,3.3
27,Canada,Female,Full-Time,7.3
78,Mexico,Male,Part-Time,0.6
70,Canada,Male,Self-Employed,3.2
56,China,Male,Unemployed,16.8
71,Canada,Non-Binary,Unemployed,4.2
63,Mexico,Non-Binary,Unemployed,0.3
64,Australia,Non-Binary,Full-Time,0.6
34,Germany,Male,Full-Time,0.8
23,United States,Non-Binary,Unemployed,1.2
19,Australia,Male,Unemployed,10.2
30,India,Female,Self-Employed,0.4
50,Australia,Male,Full-Time,3.5
68,China,Male,Full-Time,1.9
20,Australia,Female,Unemployed,1.7
59,India,Non-Binary,Full-Time,0.4
40,India,Male,Unemployed,6.0
73,Canada,Non-Binary,Unemployed,2.4
55,Australia,Female,Self-Employed,0.2
19,India,Female,Full-Time,0.6
75,China,Male,Full-Time,0.8
36,United States,Non-Binary,Part-Time,0.2
75,Mexico,Non-Binary,Full-Time,0.3
63,Canada,Female,Self-Employed,2.5
54,United States,Male,Self-Employed,1.2
79,India,Female,Part-Time,6.7
49,China,Non-Binary,Self-Employed,2.0
39,United States,Non-Binary,Unemployed,0.9
21,Canada,Female,Self-Employed,1.1
37,Germany,Non-Binary,Full-Time,0.3
53,Australia,Non-Binary,Full-Time,4.4
18,Mexico,Female,Full-Time,4.3
38,Canada,Female,Self-Employed,0.5
23,Mexico,Female,Full-Time,0.0
74,India,Non-Binary,Full-Time,3.2
41,Germany,Female,Self-Employed,1.2
26,Canada,Male,Full-Time,0.2
57,Canada,Male,Self-Employed,4.4
25,Canada,Male,Unemployed,0.6
22,United States,Female,Unemployed,0.0
60,Australia,Non-Binary,Full-Time,0.1
56,Canada,Male,Unemployed,1.2
72,United States,Male,Full-Time,2.9
52,Mexico,Female,Full-Time,0.3
28,Mexico,Female,Part-Time,0.1
55,Mexico,Non-Binary,Full-Time,0.0
57,United States,Male,Part-Time,1.6
59,Germany,Non-Binary,Full-Time,0.1
54,China,Male,Self-Employed,0.1
20,Canada,Non-Binary,Full-Time,0.7
27,China,Non-Binary,Self-Employed,0.7
37,United States,Male,Part-Time,3.4
67,Australia,Non-Binary,Part-Time,0.3
60,Canada,Non-Binary,Part-Time,1.3
77,India,Female,Self-Employed,1.9
30,China,Male,Full-Time,1.6
56,Australia,Male,Self-Employed,0.0
35,India,Non-Binary,Full-Time,0.3
51,India,Non-Binary,Full-Time,1.2
66,United States,Non-Binary,Full-Time,1.8
22,India,Female,Part-Time,1.3
75,Australia,Male,Part-Time,2.3
29,China,Non-Binary,Part-Time,1.9
59,Germany,Non-Binary,Full-Time,1.0
53,Canada,Male,Unemployed,6.5
67,Canada,Male,Full-Time,3.5
40,United States,Non-Binary,Unemployed,3.4
49,Mexico,Male,Self-Employed,11.2
71,Australia,Female,Self-Employed,0.8
57,Canada,Male,Self-Employed,0.6
69,India,Non-Binary,Full-Time,0.4
52,Mexico,Female,Full-Time,3.1
73,China,Non-Binary,Unemployed,0.7
42,Canada,Non-Binary,Unemployed,7.5
67,United States,Female,Full-Time,0.9
29,India,Non-Binary,Full-Time,0.3
54,China,Female,Unemployed,3.9
26,China,Non-Binary,Unemployed,1.0
38,United States,Non-Binary,Self-Employed,3.2
32,United States,Male,Self-Employed,8.5
29,Australia,Male,Part-Time,2.0
52,United States,Non-Binary,Full-Time,2.8
35,Germany,Non-Binary,Self-Employed,1.2
61,China,Male,Unemployed,1.8
77,China,Female,Part-Time,13.5
55,China,Non-Binary,Full-Time,0.9
55,India,Male,Self-Employed,0.6
67,Mexico,Female,Part-Time,1.9
42,Canada,Non-Binary,Part-Time,3.0
66,Mexico,Non-Binary,Part-Time,1.3
27,Australia,Female,Self-Employed,0.2
21,United States,Non-Binary,Unemployed,0.4
30,Australia,Male,Self-Employed,0.5
59,United States,Female,Full-Time,2.4
65,Mexico,Male,Full-Time,1.3
43,India,Male,Self-Employed,3.0
61,Australia,Female,Part-Time,1.1
26,Mexico,Female,Part-Time,0.1
66,China,Non-Binary,Part-Time,3.3
44,Australia,Female,Self-Employed,0.5
69,China,Non-Binary,Self-Employed,0.1
27,United States,Female,Full-Time,0.9
77,Germany,Non-Binary,Full-Time,3.6
66,Australia,Male,Unemployed,2.1
53,Germany,Non-Binary,Part-Time,0.5
65,China,Non-Binary,Self-Employed,0.3
45,India,Female,Part-Time,5.1
74,Canada,Female,Part-Time,0.0
39,United States,Male,Part-Time,0.6
55,Australia,Male,Self-Employed,0.9
47,China,Non-Binary,Full-Time,3.4
24,Mexico,Female,Full-Time,2.3
32,Germany,Non-Binary,Part-Time,1.5
71,China,Female,Full-Time,0.2
68,Canada,Non-Binary,Unemployed,2.4
25,United States,Male,Full-Time,6.6
26,China,Female,Full-Time,4.4
80,Germany,Male,Full-Time,3.8
24,Mexico,Non-Binary,Full-Time,0.1
43,Germany,Female,Unemployed,1.0
75,Mexico,Male,Part-Time,7.9
41,United States,Male,Part-Time,0.5
35,United States,Female,Part-Time,0.3
45,China,Female,Self-Employed,1.1
31,United States,Male,Part-Time,1.3
47,Australia,Non-Binary,Part-Time,0.5
35,Germany,Male,Unemployed,3.9
55,Mexico,Male,Full-Time,4.0
26,Mexico,Male,Part-Time,7.1
49,Canada,Non-Binary,Full-Time,0.7
29,United States,Male,Full-Time,2.4
48,India,Non-Binary,Part-Time,1.1
64,United States,Male,Unemployed,4.4
20,India,Male,Unemployed,7.7
76,Canada,Female,Self-Employed,0.1
42,United States,Male,Unemployed,1.0
51,Australia,Non-Binary,Unemployed,1.6
61,Australia,Non-Binary,Part-Time,0.2
38,Australia,Non-Binary,Self-Employed,1.3
62,Canada,Female,Unemployed,0.0
78,United States,Male,Self-Employed,4.6
63,Mexico,Male,Full-Time,1.6
70,Germany,Female,Full-Time,1.6
46,Mexico,Male,Part-Time,6.7
78,Canada,Non-Binary,Self-Employed,3.4
22,Canada,Male,Unemployed,2.3
75,United States,Male,Self-Employed,4.2
68,China,Female,Full-Time,0.7
76,Germany,Male,Unemployed,2.6
23,Mexico,Non-Binary,Full-Time,0.6
79,Canada,Non-Binary,Unemployed,5.3
60,India,Non-Binary,Part-Time,0.1
64,Canada,Male,Self-Employed,4.6
51,India,Non-Binary,Part-Time,1.1
26,Germany,Female,Part-Time,1.5
22,United States,Male,Part-Time,0.2
50,United States,Male,Unemployed,0.7
49,Mexico,Female,Part-Time,0.6
57,Mexico,Male,Self-Employed,1.3
45,Mexico,Non-Binary,Part-Time,3.1
34,China,Non-Binary,Self-Employed,0.7
64,Australia,Female,Full-Time,1.6
57,Germany,Male,Full-Time,4.1
72,India,Female,Part-Time,0.8
29,Mexico,Female,Full-Time,0.2
30,Mexico,Non-Binary,Full-Time,0.5
65,Australia,Non-Binary,Self-Employed,0.3
55,India,Non-Binary,Self-Employed,9.0
65,Australia,Female,Full-Time,0.0
25,India,Non-Binary,Unemployed,2.1
71,India,Non-Binary,Full-Time,0.6
50,United States,Female,Part-Time,1.6
57,China,Female,Part-Time,2.1
69,Mexico,Non-Binary,Full-Time,1.0
36,Mexico,Non-Binary,Part-Time,2.4
34,United States,Male,Part-Time,7.2
32,Mexico,Female,Full-Time,1.6
60,India,Male,Part-Time,0.3
32,Mexico,Non-Binary,Full-Time,0.8
53,India,Non-Binary,Full-Time,1.0
57,Germany,Non-Binary,Self-Employed,0.6
42,Australia,Non-Binary,Self-Employed,1.4
58,India,Female,Self-Employed,0.4
80,Mexico,Female,Full-Time,0.5
55,Australia,Non-Binary,Full-Time,1.7
33,Canada,Female,Unemployed,8.0
30,India,Non-Binary,Full-Time,1.1
70,China,Female,Part-Time,0.8
72,Germany,Female,Self-Employed,0.2
31,United States,Non-Binary,Part-Time,0.4
22,Canada,Male,Full-Time,0.6
67,United States,Non-Binary,Full-Time,8.2
37,United States,Non-Binary,Unemployed,7.3
23,Mexico,Male,Full-Time,4.5
42,Australia,Non-Binary,Self-Employed,7.2
49,Canada,Non-Binary,Part-Time,4.4
51,Germany,Non-Binary,Full-Time,0.2
27,Germany,Female,Unemployed,5.1
77,Mexico,Non-Binary,Unemployed,1.3
48,Australia,Non-Binary,Unemployed,0.3
20,Mexico,Non-Binary,Full-Time,3.4
50,India,Male,Self-Employed,0.2
58,China,Non-Binary,Unemployed,0.3
59,Mexico,Male,Self-Employed,4.8
24,Mexico,Male,Unemployed,3.7
22,Australia,Male,Self-Employed,2.9
48,Australia,Male,Full-Time,1.3
71,Canada,Male,Full-Time,0.5
36,Canada,Female,Full-Time,10.4
62,Germany,Male,Part-Time,5.7
18,United States,Male,Full-Time,2.8
27,India,Female,Self-Employed,0.6
70,United States,Non-Binary,Part-Time,0.9
45,India,Non-Binary,Unemployed,4.2
36,United States,Female,Full-Time,1.6
25,United States,Non-Binary,Self-Employed,0.0
32,Canada,Female,Unemployed,4.1
41,India,Non-Binary,Part-Time,1.6
43,China,Male,Part-Time,0.6
52,Canada,Male,Full-Time,5.1
31,India,Male,Part-Time,7.8
25,United States,Male,Part-Time,0.8
68,India,Male,Part-Time,1.8
61,Canada,Female,Full-Time,0.5
47,Mexico,Non-Binary,Self-Employed,0.6
27,Germany,Non-Binary,Unemployed,5.8
66,Canada,Male,Part-Time,2.4
41,China,Female,Part-Time,3.1
46,Mexico,Female,Unemployed,2.9
24,China,Non-Binary,Full-Time,0.4
25,Australia,Male,Part-Time,1.9
73,Germany,Female,Self-Employed,0.4
26,Australia,Non-Binary,Part-Time,1.4
66,United States,Male,Self-Employed,0.3
65,Germany,Non-Binary,Part-Time,0.9
54,India,Female,Full-Time,0.8
60,China,Male,Self-Employed,9.3
74,Mexico,Male,Self-Employed,1.4
53,India,Non-Binary,Unemployed,1.1
23,India,Non-Binary,Unemployed,1.0
20,United States,Male,Full-Time,0.1
34,Germany,Male,Self-Employed,1.1
49,China,Non-Binary,Part-Time,3.3
19,Canada,Male,Full-Time,2.0
69,India,Female,Part-Time,0.8
39,United States,Male,Part-Time,1.7
57,Germany,Non-Binary,Self-Employed,2.1
33,United States,Male,Self-Employed,1.6
64,Germany,Male,Part-Time,0.9
56,Canada,Female,Part-Time,0.4
69,China,Non-Binary,Part-Time,2.6
40,Australia,Male,Self-Employed,1.8
50,Canada,Non-Binary,Full-Time,0.0
57,Canada,Male,Full-Time,2.4
35,Germany,Female,Unemployed,0.6
21,China,Female,Self-Employed,0.2
62,Canada,Male,Full-Time,0.4
18,China,Male,Unemployed,10.3
37,China,Non-Binary,Unemployed,1.1
28,Canada,Female,Self-Employed,1.7
74,China,Male,Part-Time,1.1
59,Germany,Female,Part-Time,1.7
69,Mexico,Male,Self-Employed,4.6
59,India,Non-Binary,Full-Time,1.2
70,Australia,Non-Binary,Unemployed,0.2
40,Mexico,Female,Full-Time,0.1
66,Germany,Non-Binary,Self-Employed,1.2
35,Germany,Female,Full-Time,0.5
72,Canada,Non-Binary,Full-Time,2.0
55,China,Female,Unemployed,4.0
43,Australia,Female,Part-Time,0.7
65,United States,Female,Full-Time,4.0
22,China,Male,Unemployed,10.7
51,United States,Non-Binary,Self-Employed,0.8
19,Mexico,Male,Self-Employed,2.2
18,Germany,Non-Binary,Part-Time,2.5
34,India,Non-Binary,Self-Employed,1.1
63,India,Non-Binary,Unemployed,0.2
31,Canada,Non-Binary,Unemployed,1.4
41,Canada,Female,Unemployed,3.0
37,Mexico,Non-Binary,Part-Time,1.3
24,India,Male,Unemployed,5.1
33,Canada,Female,Self-Employed,10.4
45,Australia,Female,Part-Time,2.3
71,Mexico,Non-Binary,Unemployed,0.5
